ID,CNAE,DESCRICAO
1009,62.03-1/00,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO CUSTOMIZÁVEIS
1010,62.04-0/00,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO
1011,62.09-1/00,"SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO"
1012,63.11-9/00,"TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET"
1013,63.19-4/00,"PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET"
1014,63.91-7/00,AGÊNCIAS DE NOTÍCIAS
1015,63.99-2/00,OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE
1016,64.10-7/00,BANCO CENTRAL
1017,64.21-2/00,BANCOS COMERCIAIS
1018,64.22-1/00,"BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL"
1019,64.23-9/00,CAIXAS ECONÔMICAS
1020,64.24-7/01,BANCOS COOPERATIVOS
1021,64.24-7/02,COOPERATIVAS CENTRAIS DE CRÉDITO
1022,64.24-7/03,COOPERATIVAS DE CRÉDITO MÚTUO
1023,64.24-7/04,COOPERATIVAS DE CRÉDITO RURAL
1024,64.31-0/00,"BANCOS MÚLTIPLOS, SEM CARTEIRA COMERCIAL"
1025,64.32-8/00,BANCOS DE INVESTIMENTO
1026,64.33-6/00,BANCOS DE DESENVOLVIMENTO
1027,64.34-4/00,AGÊNCIAS DE FOMENTO
1028,64.35-2/01,SOCIEDADES DE CRÉDITO IMOBILIÁRIO
1029,64.35-2/02,ASSOCIAÇÕES DE POUPANÇA E EMPRÉSTIMO
1030,64.35-2/03,COMPANHIAS HIPOTECÁRIAS
1031,64.36-1/00,"SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS"
1032,64.37-9/00,SOCIEDADES DE CRÉDITO AO MICROEMPREENDEDOR
1033,64.38-7/01,BANCOS DE CÂMBIO
1034,64.38-7/99,OUTRAS INSTITUIÇÕES DE INTERMEDIAÇÃO NÃO MONETÁRIA
1035,64.40-9/00,ARRENDAMENTO MERCANTIL
1036,64.50-6/00,SOCIEDADES DE CAPITALIZAÇÃO
1037,64.61-1/00,HOLDINGS DE INSTITUIÇÕES FINANCEIRAS
1038,64.62-0/00,HOLDINGS DE INSTITUIÇÕES NÃO FINANCEIRAS
1039,64.63-8/00,"OUTRAS SOCIEDADES DE PARTICIPAÇÃO, EXCETO HOLDINGS"
1040,64.70-1/01,"FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIÁRIOS E IMOBILIÁRIOS"
1041,64.70-1/02,FUNDOS DE INVESTIMENTO PREVIDENCIÁRIOS
1042,64.70-1/03,FUNDOS DE INVESTIMENTO IMOBILIÁRIOS
1043,64.91-3/00,SOCIEDADES DE FOMENTO MERCANTIL - FACTORING
1044,64.92-1/00,SECURITIZAÇÃO DE CRÉDITOS
1045,64.93-0/00,ADMINISTRAÇÃO DE CONSÓRCIOS PARA AQUISIÇÃO DE BENS E DIREITOS
1046,64.99-9/01,CLUBES DE INVESTIMENTO
1047,64.99-9/02,SOCIEDADES DE INVESTIMENTO
1048,64.99-9/03,FUNDO GARANTIDOR DE CRÉDITO
1049,64.99-9/04,CAIXAS DE FINANCIAMENTO DE CORPORAÇÕES
1050,64.99-9/05,CONCESSÃO DE CRÉDITO PELAS OSCIP
1051,64.99-9/99,OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE
1052,65.11-1/01,SOCIEDADE SEGURADORA DE SEGUROS VIDA
1053,65.11-1/02,PLANOS DE AUXÍLIO FUNERAL
1054,65.12-0/00,SOCIEDADE SEGURADORA DE SEGUROS NÃO VIDA
1055,65.20-1/00,SOCIEDADE SEGURADORA DE SEGUROS SAÚDE
1056,65.30-8/00,RESSEGUROS
1057,65.41-3/00,PREVIDÊNCIA COMPLEMENTAR FECHADA
1058,65.42-1/00,PREVIDÊNCIA COMPLEMENTAR ABERTA
1059,65.50-2/00,PLANOS DE SAÚDE
1060,66.11-8/01,BOLSA DE VALORES
1061,66.11-8/02,BOLSA DE MERCADORIAS
1062,66.11-8/03,BOLSA DE MERCADORIAS E FUTUROS
1063,66.11-8/04,ADMINISTRAÇÃO DE MERCADOS DE BALCÃO ORGANIZADOS
1064,66.12-6/01,CORRETORAS DE TÍTULOS E VALORES MOBILIÁRIOS
1065,66.12-6/02,DISTRIBUIDORAS DE TÍTULOS E VALORES MOBILIÁRIOS
1066,66.12-6/03,CORRETORAS DE CÂMBIO
1067,66.12-6/04,CORRETORAS DE CONTRATOS DE MERCADORIAS
1068,66.12-6/05,AGENTES DE INVESTIMENTOS EM APLICAÇÕES FINANCEIRAS
1069,66.13-4/00,ADMINISTRAÇÃO DE CARTÕES DE CRÉDITO
1070,66.19-3/01,SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA
1071,66.19-3/02,CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS
1072,66.19-3/03,REPRESENTAÇÕES DE BANCOS ESTRANGEIROS
1073,66.19-3/04,CAIXAS ELETRÔNICOS
1074,66.19-3/05,OPERADORAS DE CARTÕES DE DÉBITO
1075,66.19-3/99,OUTRAS ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE
1076,66.21-5/01,PERITOS E AVALIADORES DE SEGUROS
1077,66.21-5/02,AUDITORIA E CONSULTORIA ATUARIAL
1078,66.22-3/00,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDÊNCIA COMPLEMENTAR E DE SAÚDE"
1079,66.29-1/00,"ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDÊNCIA COMPLEMENTAR E DOS PLANOS DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE"
1080,66.30-4/00,ATIVIDADES DE ADMINISTRAÇÃO DE FUNDOS POR CONTRATO OU COMISSÃO
1081,68.10-2/01,COMPRA E VENDA DE IMÓVEIS PRÓPRIOS
1082,68.10-2/02,ALUGUEL DE IMÓVEIS PRÓPRIOS
1083,68.10-2/03,LOTEAMENTO DE IMÓVEIS PRÓPRIOS
1084,68.21-8/01,CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS
1085,68.21-8/02,CORRETAGEM NO ALUGUEL DE IMÓVEIS
1086,68.22-6/00,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIARIA
1087,69.11-7/01,SERVIÇOS ADVOCATÍCIOS
1088,69.11-7/02,ATIVIDADES AUXILIARES DA JUSTIÇA
1089,69.11-7/03,AGENTE DE PROPRIEDADE INDUSTRIAL
1090,69.12-5/00,CARTÓRIOS
1091,69.20-6/01,ATIVIDADES DE CONTABILIDADE
1092,69.20-6/02,ATIVIDADES DE CONSULTORIA E AUDITORIA CONTÁBIL E TRIBUTÁRIA
1093,70.20-4/00,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA"
1094,71.11-1/00,SERVIÇOS DE ARQUITETURA
1095,71.12-0/00,SERVIÇOS DE ENGENHARIA
1096,71.19-7/01,"SERVIÇOS DE CARTOGRAFIA, TOPOGRAFIA E GEODÉSIA"
1097,71.19-7/02,ATIVIDADES DE ESTUDOS GEOLÓGICOS
1098,71.19-7/03,SERVIÇOS DE DESENHO TÉCNICO RELACIONADOS À ARQUITETURA E ENGENHARIA
1099,71.19-7/04,SERVIÇOS DE PERÍCIA TÉCNICA RELACIONADOS À SEGURANÇA DO TRABALHO
1100,71.19-7/99,ATIVIDADES TÉCNICAS RELACIONADAS À ENGENHARIA E ARQUITETURA NÃO ESPECIFICADAS ANTERIORMENTE
1101,71.20-1/00,TESTES E ANÁLISES TÉCNICAS
1102,72.10-0/00,PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS FÍSICAS E NATURAIS
1103,72.20-7/00,PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS SOCIAIS E HUMANAS
1104,73.11-4/00,AGÊNCIAS DE PUBLICIDADE
1105,73.12-2/00,"AGENCIAMENTO DE ESPAÇOS PARA PUBLICIDADE, EXCETO EM VEÍCULOS DE COMUNICAÇÃO"
1106,73.19-0/01,CRIAÇÃO ESTANDES PARA FEIRAS E EXPOSIÇÕES
1107,73.19-0/02,PROMOÇÃO DE VENDAS
1108,73.19-0/03,MARKETING DIRETO
1109,73.19-0/04,CONSULTORIA EM PUBLICIDADE
1110,73.19-0/99,OUTRAS ATIVIDADES DE PUBLICIDADE NÃO ESPECIFICADAS ANTERIORMENTE
1111,73.20-3/00,PESQUISAS DE MERCADO E DE OPINIÃO PÚBLICA
1112,74.10-2/02,DESIGN DE INTERIORES
1113,74.10-2/03,DESIGN DE PRODUTO
1114,74.10-2/99,ATIVIDADES DE DESIGN NÃO ESPECIFICADAS ANTERIORMENTE
1115,74.20-0/01,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA"
1116,74.20-0/02,ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS AÉREAS E SUBMARINAS
1117,74.20-0/03,LABORATÓRIOS FOTOGRÁFICOS
1118,74.20-0/04,FILMAGEM DE FESTAS E EVENTOS
1119,74.20-0/05,SERVIÇOS DE MICROFILMAGEM
1120,74.90-1/01,"SERVIÇOS DE TRADUÇÃO, INTERPRETAÇÃO E SIMILARES"
1121,74.90-1/02,ESCAFANDRIA E MERGULHO
1122,74.90-1/03,SERVIÇOS DE AGRONOMIA E DE CONSULTORIA ÀS ATIVIDADES AGRÍCOLAS E PECUÁRIAS
1123,74.90-1/04,"ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS"
1124,74.90-1/05,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTÍSTICAS"
1125,74.90-1/99,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS NÃO ESPECIFICADAS ANTERIORMENTE"
1126,75.00-1/00,ATIVIDADES VETERINÁRIAS
1127,77.11-0/00,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR
1128,77.19-5/01,"LOCAÇÃO DE EMBARCAÇÕES SEM TRIPULAÇÃO, EXCETO PARA FINS RECREATIVOS"
1129,77.19-5/02,LOCAÇÃO DE AERONAVES SEM TRIPULAÇÃO
1130,77.19-5/99,"LOCAÇÃO DE OUTROS MEIOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR"
1131,77.21-7/00,ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS
1132,77.22-5/00,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES"
1133,77.23-3/00,"ALUGUEL DE OBJETOS DO VESTUÁRIO, JÓIAS E ACESSÓRIOS"
1134,77.29-2/01,ALUGUEL DE APARELHOS DE JOGOS ELETRÔNICOS
1135,77.29-2/02,"ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO DOMÉSTICO E PESSOAL; INSTRUMENTOS MUSICAIS"
1136,77.29-2/03,ALUGUEL DE MATERIAL MÉDICO
1137,77.29-2/99,ALUGUEL DE OUTROS OBJETOS PESSOAIS E DOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE
1138,77.31-4/00,ALUGUEL DE MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS SEM OPERADOR
1139,77.32-2/01,"ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA CONSTRUÇÃO SEM OPERADOR, EXCETO ANDAIMES"
1140,77.32-2/02,ALUGUEL DE ANDAIMES
1141,77.33-1/00,ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIOS
1142,77.39-0/01,"ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA EXTRAÇÃO DE MINÉRIOS E PETRÓLEO, SEM OPERADOR"
1143,77.39-0/02,"ALUGUEL DE EQUIPAMENTOS CIENTÍFICOS, MÉDICOS E HOSPITALARES, SEM OPERADOR"
1144,77.39-0/03,"ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORÁRIO, EXCETO ANDAIMES"
1145,77.39-0/99,"ALUGUEL DE OUTRAS MÁQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR"
1146,77.40-3/00,GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS
1147,78.10-8/00,SELEÇÃO E AGENCIAMENTO DE MÃO DE OBRA
1148,78.20-5/00,LOCAÇÃO DE MÃO DE OBRA TEMPORÁRIA
1149,78.30-2/00,FORNECIMENTO E GESTÃO DE RECURSOS HUMANOS PARA TERCEIROS
1150,79.11-2/00,AGÊNCIAS DE VIAGENS
1151,79.12-1/00,OPERADORES TURÍSTICOS
1152,79.90-2/00,SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE
1153,80.11-1/01,ATIVIDADES DE VIGILÂNCIA E SEGURANÇA PRIVADA
1154,80.11-1/02,SERVIÇOS DE ADESTRAMENTO DE CÃES DE GUARDA
1155,80.12-9/00,ATIVIDADES DE TRANSPORTE DE VALORES
1156,80.20-0/01,ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANÇA ELETRÔNICO
1157,80.20-0/02,OUTRAS ATIVIDADES DE SERVIÇOS DE SEGURANÇA
1158,80.30-7/00,ATIVIDADES DE INVESTIGAÇÃO PARTICULAR
1159,81.11-7/00,"SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCIOS, EXCETO CONDOMÍNIOS PREDIAIS"
1160,81.12-5/00,CONDOMÍNIOS PREDIAIS
1161,81.21-4/00,LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS
1162,81.22-2/00,IMUNIZAÇÃO E CONTROLE DE PRAGAS URBANAS
1163,81.29-0/00,ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE
1164,81.30-3/00,ATIVIDADES PAISAGÍSTICAS
1165,82.11-3/00,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO
1166,82.19-9/01,FOTOCÓPIAS
1167,82.19-9/99,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE
1168,82.20-2/00,ATIVIDADES DE TELEATENDIMENTO
1169,82.30-0/01,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS"
1170,82.30-0/02,CASAS DE FESTAS E EVENTOS
1171,82.91-1/00,ATIVIDADES DE COBRANÇAS E INFORMAÇÕES CADASTRAIS
1172,82.92-0/00,ENVASAMENTO E EMPACOTAMENTO SOB CONTRATO
1173,82.99-7/01,"MEDIÇÃO DE CONSUMO DE ENERGIA ELÉTRICA, GÁS E ÁGUA"
1174,82.99-7/02,"EMISSÃO DE VALES ALIMENTAÇÃO, VALES TRANSPORTE E SIMILARES"
1175,82.99-7/03,"SERVIÇOS DE GRAVAÇÃO DE CARIMBOS, EXCETO CONFECÇÃO"
1176,82.99-7/04,LEILOEIROS INDEPENDENTES
1177,82.99-7/05,SERVIÇOS DE LEVANTAMENTO DE FUNDOS SOB CONTRATO
1178,82.99-7/06,CASAS LOTÉRICAS
1179,82.99-7/07,SALAS DE ACESSO À INTERNET
1180,82.99-7/99,OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE
1181,84.11-6/00,ADMINISTRAÇÃO PÚBLICA EM GERAL
1182,84.12-4/00,"REGULAÇÃO DAS ATIVIDADES DE SAÚDE, EDUCAÇÃO, SERVIÇOS CULTURAIS E OUTROS SERVIÇOS SOCIAIS"
1183,84.13-2/00,REGULAÇÃO DAS ATIVIDADES ECONÔMICAS
1184,84.21-3/00,RELAÇÕES EXTERIORES
1185,84.22-1/00,DEFESA
1186,84.23-0/00,JUSTIÇA
1187,84.24-8/00,SEGURANÇA E ORDEM PÚBLICA
1188,84.25-6/00,DEFESA CIVIL
1189,84.30-2/00,SEGURIDADE SOCIAL OBRIGATÓRIA
1190,85.11-2/00,EDUCAÇÃO INFANTIL - CRECHE
1191,85.12-1/00,EDUCAÇÃO INFANTIL - PRÉESCOLA
1192,85.13-9/00,ENSINO FUNDAMENTAL
1193,85.20-1/00,ENSINO MÉDIO
1194,85.31-7/00,EDUCAÇÃO SUPERIOR - GRADUAÇÃO
1195,85.32-5/00,EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS GRADUAÇÃO
1196,85.33-3/00,EDUCAÇÃO SUPERIOR - PÓS GRADUAÇÃO E EXTENSÃO
1197,85.41-4/00,EDUCAÇÃO PROFISSIONAL DE NÍVEL TÉCNICO
1198,85.42-2/00,EDUCAÇÃO PROFISSIONAL DE NÍVEL TECNOLÓGICO
1199,85.50-3/01,ADMINISTRAÇÃO DE CAIXAS ESCOLARES
1200,85.50-3/02,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES"
1201,85.91-1/00,ENSINO DE ESPORTES
1202,85.92-9/01,ENSINO DE DANÇA
1203,85.92-9/02,"ENSINO DE ARTES CÊNICAS, EXCETO DANÇA"
1204,85.92-9/03,ENSINO DE MÚSICA
1205,85.92-9/99,ENSINO DE ARTE E CULTURA NÃO ESPECIFICADO ANTERIORMENTE
1206,85.93-7/00,ENSINO DE IDIOMAS
1207,85.99-6/01,FORMAÇÃO DE CONDUTORES
1208,85.99-6/02,CURSOS DE PILOTAGEM
1209,85.99-6/03,TREINAMENTO EM INFORMÁTICA
1210,85.99-6/04,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
1211,85.99-6/05,CURSOS PREPARATÓRIOS PARA CONCURSOS
1212,85.99-6/99,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE
1213,86.10-1/01,"ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS"
1214,86.10-1/02,ATIVIDADES DE ATENDIMENTO EM PRONTO SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS
1215,86.21-6/01,UTI MÓVEL
1216,86.21-6/02,"SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCIAS, EXCETO POR UTI MÓVEL"
1217,86.22-4/00,"SERVIÇOS DE REMOÇÃO DE PACIENTES, EXCETO OS SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCIAS"
1218,86.30-5/01,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIRÚRGICOS
1219,86.30-5/02,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE EXAMES COMPLEMENTARES
1220,86.30-5/03,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS
1221,86.30-5/04,ATIVIDADE ODONTOLÓGICA
1222,86.30-5/06,SERVIÇOS DE VACINAÇÃO E IMUNIZAÇÃO HUMANA
1223,86.30-5/07,ATIVIDADES DE REPRODUÇÃO HUMANA ASSISTIDA
1224,86.30-5/99,ATIVIDADES DE ATENÇÃO AMBULATORIAL NÃO ESPECIFICADAS ANTERIORMENTE
1225,86.40-2/01,LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CITOLÓGICA
1226,86.40-2/02,LABORATÓRIOS CLÍNICOS
1227,86.40-2/03,SERVIÇOS DE DIÁLISE E NEFROLOGIA
1228,86.40-2/04,SERVIÇOS DE TOMOGRAFIA
1229,86.40-2/05,"SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE, EXCETO TOMOGRAFIA"
1230,86.40-2/06,SERVIÇOS DE RESSONÂNCIA MAGNÉTICA
1231,86.40-2/07,"SERVIÇOS DE DIAGNÓSTICO POR IMAGEM SEM USO DE RADIAÇÃO IONIZANTE, EXCETO RESSONÂNCIA MAGNÉTICA"
1232,86.40-2/08,"SERVIÇOS DE DIAGNÓSTICO POR REGISTRO GRÁFICO - ECG, EEG E OUTROS EXAMES ANÁLOGOS"
1233,86.40-2/09,SERVIÇOS DE DIAGNÓSTICO POR MÉTODOS ÓPTICOS - ENDOSCOPIA E OUTROS EXAMES ANÁLOGOS
1234,86.40-2/10,SERVIÇOS DE QUIMIOTERAPIA
1235,86.40-2/11,SERVIÇOS DE RADIOTERAPIA
1236,86.40-2/12,SERVIÇOS DE HEMOTERAPIA
1237,86.40-2/13,SERVIÇOS DE LITOTRIPCIA
1238,86.40-2/14,SERVIÇOS DE BANCOS DE CÉLULAS E TECIDOS HUMANOS
1239,86.40-2/99,ATIVIDADES DE SERVIÇOS DE COMPLEMENTAÇÃO DIAGNÓSTICA E TERAPÊUTICA NÃO ESPECIFICADAS ANTERIORMENTE
1240,86.50-0/01,ATIVIDADES DE ENFERMAGEM
1241,86.50-0/02,ATIVIDADES DE PROFISSIONAIS DA NUTRIÇÃO
1242,86.50-0/03,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE
1243,86.50-0/04,ATIVIDADES DE FISIOTERAPIA
1244,86.50-0/05,ATIVIDADES DE TERAPIA OCUPACIONAL
1245,86.50-0/06,ATIVIDADES DE FONOAUDIOLOGIA
1246,86.50-0/07,ATIVIDADES DE TERAPIA DE NUTRIÇÃO ENTERAL E PARENTERAL
1247,86.50-0/99,ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE
1248,86.60-7/00,ATIVIDADES DE APOIO À GESTÃO DE SAÚDE
1249,86.90-9/01,ATIVIDADES DE PRÁTICAS INTEGRATIVAS E COMPLEMENTARES EM SAÚDE HUMANA
1250,86.90-9/02,ATIVIDADES DE BANCO DE LEITE HUMANO
1251,86.90-9/03,ATIVIDADES DE ACUPUNTURA
1252,86.90-9/04,ATIVIDADES DE PODOLOGIA
1253,86.90-9/99,OUTRAS ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA NÃO ESPECIFICADAS ANTERIORMENTE
1254,87.11-5/01,CLÍNICAS E RESIDÊNCIAS GERIÁTRICAS
1255,87.11-5/02,INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS
1256,87.11-5/03,"ATIVIDADES DE ASSISTÊNCIA A DEFICIENTES FÍSICOS, IMUNODEPRIMIDOS E CONVALESCENTES"
1257,87.11-5/04,CENTROS DE APOIO A PACIENTES COM CÂNCER E COM AIDS
1258,87.11-5/05,CONDOMÍNIOS RESIDENCIAIS PARA IDOSOS
1259,87.12-3/00,ATIVIDADES DE FORNECIMENTO DE INFRAESTRUTURA DE APOIO E ASSISTÊNCIA A PACIENTE NO DOMICÍLIO
1260,87.20-4/01,ATIVIDADES DE CENTROS DE ASSISTÊNCIA PSICOSSOCIAL
1261,87.20-4/99,"ATIVIDADES DE ASSISTÊNCIA PSICOSSOCIAL E À SAÚDE A PORTADORES DE DISTÚRBIOS PSÍQUICOS, DEFICIÊNCIA MENTAL E DEPENDÊNCIA QUÍMICA E GRUPOS SIMILARES NÃO ESPECIFICADAS ANTERIORMENTE"
1262,87.30-1/01,ORFANATOS
1263,87.30-1/02,ALBERGUES ASSISTENCIAIS
1264,87.30-1/99,ATIVIDADES DE ASSISTÊNCIA SOCIAL PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES NÃO ESPECIFICADAS ANTERIORMENTE
1265,88.00-6/00,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO
1266,90.01-9/01,PRODUÇÃO TEATRAL
1267,90.01-9/02,PRODUÇÃO MUSICAL
1268,90.01-9/03,PRODUÇÃO DE ESPETÁCULOS DE DANÇA
1269,90.01-9/04,"PRODUÇÃO DE ESPETÁCULOS CIRCENSES, DE MARIONETES E SIMILARES"
1270,90.01-9/05,"PRODUÇÃO DE ESPETÁCULOS DE RODEIOS, VAQUEJADAS E SIMILARES"
1271,90.01-9/06,ATIVIDADES DE SONORIZAÇÃO E DE ILUMINAÇÃO
1272,90.01-9/99,"ARTES CÊNICAS, ESPETÁCULOS E ATIVIDADES COMPLEMENTARES NÃO ESPECIFICADAS ANTERIORMENTE"
1273,90.02-7/01,"ATIVIDADES DE ARTISTAS PLÁSTICOS, JORNALISTAS INDEPENDENTES E ESCRITORES"
1274,90.02-7/02,RESTAURAÇÃO DE OBRAS DE ARTE
1275,90.03-5/00,"GESTÃO DE ESPAÇOS PARA ARTES CÊNICAS, ESPETÁCULOS E OUTRAS ATIVIDADES ARTÍSTICAS"
1276,91.01-5/00,ATIVIDADES DE BIBLIOTECAS E ARQUIVOS
1277,91.02-3/01,ATIVIDADES DE MUSEUS E DE EXPLORAÇÃO DE LUGARES E PRÉDIOS HISTÓRICOS E ATRAÇÕES SIMILARES
1278,91.02-3/02,RESTAURAÇÃO E CONSERVAÇÃO DE LUGARES E PRÉDIOS HISTÓRICOS
1279,91.03-1/00,"ATIVIDADES DE JARDINS BOTÂNICOS, ZOOLÓGICOS, PARQUES NACIONAIS, RESERVAS ECOLÓGICAS E ÁREAS DE PROTEÇÃO AMBIENTAL"
1280,92.00-3/01,CASAS DE BINGO
1281,92.00-3/02,EXPLORAÇÃO DE APOSTAS EM CORRIDAS DE CAVALOS
1282,92.00-3/99,EXPLORAÇÃO DE JOGOS DE AZAR E APOSTAS NÃO ESPECIFICADOS ANTERIORMENTE
1283,93.11-5/00,GESTÃO DE INSTALAÇÕES DE ESPORTES
1284,93.12-3/00,"CLUBES SOCIAIS, ESPORTIVOS E SIMILARES"
1285,93.13-1/00,ATIVIDADES DE CONDICIONAMENTO FÍSICO
1286,93.19-1/01,PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS
1287,93.19-1/99,OUTRAS ATIVIDADES ESPORTIVAS NÃO ESPECIFICADAS ANTERIORMENTE
1288,93.21-2/00,PARQUES DE DIVERSÃO E PARQUES TEMÁTICOS
1289,93.29-8/01,"DISCOTECAS, DANCETERIAS, SALÕES DE DANÇA E SIMILARES"
1290,93.29-8/02,EXPLORAÇÃO DE BOLICHES
1291,93.29-8/03,"EXPLORAÇÃO DE JOGOS DE SINUCA, BILHAR E SIMILARES"
1292,93.29-8/04,EXPLORAÇÃO DE JOGOS ELETRÔNICOS RECREATIVOS
1293,93.29-8/99,OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE
1294,94.11-1/00,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS PATRONAIS E EMPRESARIAIS
1295,94.12-0/01,ATIVIDADES DE FISCALIZAÇÃO PROFISSIONAL
1296,94.12-0/99,OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS
1297,94.20-1/00,ATIVIDADES DE ORGANIZAÇÕES SINDICAIS
1298,94.30-8/00,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS
